Date,Icon,Conditions,Max Temp (°F),Min Temp (°F),Precip (%),Humidity (%)
2026-02-05,❄️,Very cold,24.7,14.1,11,75
2026-02-06,☁️,Cold & cloudy,36.0,14.6,14,71
2026-02-07,☁️,Cloudy & cool,43.1,18.8,2,86
2026-02-08,☁️,Cloudy & cool,51.2,21.9,18,71
2026-02-09,🌧,Chilly with showers,49.9,20.3,22,74
2026-02-10,☁️,Cloudy & cool,42.5,16.9,19,79
2026-02-11,☁️,Cloudy & cool,42.0,18.4,0,62
2026-02-12,☁️,Cloudy & cool,47.2,21.4,18,65
2026-02-13,☁️,Cloudy & cool,47.4,25.1,14,69
2026-02-14,☁️,Cloudy & cool,47.8,27.6,0,83
2026-02-15,⛅,Cool with clouds,57.3,25.3,1,67
2026-02-16,🌧,Chilly with showers,51.1,23.1,22,64
2026-02-17,❄️,Very cold,27.1,24.3,0,82
2026-02-18,❄️,Very cold,26.4,23.1,0,69
2026-02-19,☁️,Cold & cloudy,35.5,19.6,0,74
2026-02-20,☁️,Cloudy & cool,40.2,22.5,6,79
2026-02-21,☁️,Cloudy & cool,40.2,25.5,10,68
2026-02-22,🌦,Chance of showers,45.4,26.7,30,75
2026-02-23,☁️,Cloudy & cool,44.0,31.5,18,55
2026-02-24,☁️,Cloudy & cool,44.5,34.0,3,60
2026-02-25,☁️,Cloudy & cool,50.5,35.3,0,73
2026-02-26,🌫,Cool and damp,61.1,38.0,21,93
